Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_1 Spectral Count	A_2 Spectral Count	A_3 Spectral Count	B_1 Spectral Count	B_2 Spectral Count	B_3 Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	D_1 Spectral Count	D_2 Spectral Count	D_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	A_1 Unique Spectral Count	A_2 Unique Spectral Count	A_3 Unique Spectral Count	B_1 Unique Spectral Count	B_2 Unique Spectral Count	B_3 Unique Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	D_1 Unique Spectral Count	D_2 Unique Spectral Count	D_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	A_1 Total Spectral Count	A_2 Total Spectral Count	A_3 Total Spectral Count	B_1 Total Spectral Count	B_2 Total Spectral Count	B_3 Total Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	D_1 Total Spectral Count	D_2 Total Spectral Count	D_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	A_1 Intensity	A_2 Intensity	A_3 Intensity	B_1 Intensity	B_2 Intensity	B_3 Intensity	C_1 Intensity	C_2 Intensity	C_3 Intensity	D_1 Intensity	D_2 Intensity	D_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	A_1 MaxLFQ Intensity	A_2 MaxLFQ Intensity	A_3 MaxLFQ Intensity	B_1 MaxLFQ Intensity	B_2 MaxLFQ Intensity	B_3 MaxLFQ Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	D_1 MaxLFQ Intensity	D_2 MaxLFQ Intensity	D_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P53883|NOP13_YEAST	P53883	NOP13_YEAST	NOP13	403	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Nucleolar protein 13	0.7562	0.9912	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	56277.344	0.0	45205.06	86606.38	114111.12	63024.418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53885|MDG1_YEAST	P53885	MDG1_YEAST	MDG1	366	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Signal transduction protein MDG1	1.0	0.999	6	50	50	50	4	3	3	3	5	4	4	2	2	3	4	4	3	3	3	4	3	3	3	5	4	4	2	2	3	4	4	3	3	3	4	3	3	3	5	4	4	2	2	3	4	4	3	3	3	6254271.5	6201218.0	6101051.5	6301843.5	6124640.5	7233340.5	4668809.0	7812675.5	6648224.5	5716033.5	3813095.2	4447880.5	4125907.0	5222508.0	4729569.0	1931972.9	1920697.6	1889639.5	1787444.9	1770656.1	2052967.2	1614406.8	1929882.6	1682291.0	1681678.1	1544364.2	1500032.4	1608947.6	1710739.1	1530343.6	
sp|P53889|FMP41_YEAST	P53889	FMP41_YEAST	FMP41	259	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Uncharacterized mitochondrial hydrolase FMP41	0.9996	0.9988	2	18	18	18	1	1	2	1	1	1	3	1	1	2	1	1	0	1	1	1	1	2	1	1	1	3	1	1	2	1	1	0	1	1	1	1	2	1	1	1	3	1	1	2	1	1	0	1	1	695983.4	760323.94	770553.3	781912.06	689375.8	834165.9	1125202.0	931197.6	1020981.3	299658.06	0.0	624606.56	0.0	324006.4	573786.1	396868.6	440509.56	449458.6	456603.22	401732.97	489371.97	662405.06	539622.0	578871.7	0.0	0.0	359231.1	0.0	0.0	335757.4	
sp|P53890|BNI5_YEAST	P53890	BNI5_YEAST	BNI5	448	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Bud neck protein 5	0.997	0.9949	2	2	2	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	760254.8	795180.6	635843.7	599450.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53897|IGO1_YEAST	P53897	IGO1_YEAST	IGO1	168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	mRNA stability protein IGO1	0.962	0.9989	1	3	3	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	218268.4	0.0	260498.8	286227.66	320352.1	261740.77	0.0	88537.45	182678.22	0.0	0.0	0.0	0.0	28666.164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53900|PFD4_YEAST	P53900	PFD4_YEAST	GIM3	129	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Prefoldin subunit 4	1.0	0.999	3	20	20	20	1	2	2	1	3	2	2	0	2	0	2	1	0	1	1	1	2	2	1	3	2	2	0	2	0	2	1	0	1	1	1	2	2	1	3	2	2	0	2	0	2	1	0	1	1	331395.56	303116.0	248004.05	226837.39	290183.75	330788.88	146419.55	0.0	92845.55	0.0	171343.7	126416.62	0.0	0.0	203394.05	259095.25	0.0	0.0	196605.44	320116.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53905|LSM7_YEAST	P53905	LSM7_YEAST	LSM7	115	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	U6 snRNA-associated Sm-like protein LSm7	0.6779	0.9871	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	270469.66	0.0	0.0	346162.3	0.0	0.0	350390.34	0.0	151692.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53914|NAT10_YEAST	P53914	NAT10_YEAST	KRE33	1056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	RNA cytidine acetyltransferase	0.9962	0.9963	1	3	3	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	17355.91	25048.332	0.0	0.0	0.0	0.0	0.0	27175.707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53920|NM111_YEAST	P53920	NM111_YEAST	NMA111	997	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Pro-apoptotic serine protease NMA111	1.0	0.9984	4	9	9	9	2	1	0	1	2	0	0	0	0	0	2	0	0	1	0	2	1	0	1	2	0	0	0	0	0	2	0	0	1	0	2	1	0	1	2	0	0	0	0	0	2	0	0	1	0	139557.9	0.0	134960.08	158077.44	0.0	0.0	0.0	0.0	0.0	1006979.6	0.0	0.0	748180.7	748280.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53925|YNL5_YEAST	P53925	YNL5_YEAST	YNL115C	644	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Uncharacterized vacuolar membrane protein YNL115C	1.0	0.999	5	42	42	42	4	4	4	3	4	4	2	1	1	3	3	2	1	3	3	4	4	4	3	4	4	2	1	1	3	3	2	1	3	3	4	4	4	3	4	4	2	1	1	3	3	2	1	3	3	2828045.8	2830598.2	2854768.0	3111488.5	2979698.0	3243391.5	1187480.0	1003130.0	1624267.0	1662137.2	1115570.8	1109217.9	673867.1	1204120.0	1090075.4	744618.25	811390.2	744436.3	840368.5	839313.3	856421.7	577288.6	709869.3	589899.8	748483.44	587948.94	570358.06	606672.0	688924.25	560903.9	
sp|P53946|ARP5_YEAST	P53946	ARP5_YEAST	ARP5	755	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Actin-related protein 5	1.0	0.999	3	6	6	6	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	263812.34	300283.6	0.0	267514.3	268672.88	254488.4	884400.44	0.0	806819.5	777138.56	786157.94	655012.1	0.0	0.0	636422.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53960|YNE0_YEAST	P53960	YNE0_YEAST	YNL040W	456	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Putative alanyl-tRNA editing protein alaX	0.9992	0.999	2	3	3	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0.0	185499.06	156170.39	151494.23	199638.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53969|SAM50_YEAST	P53969	SAM50_YEAST	SAM50	484	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Sorting assembly machinery 50 kDa subunit	0.699	0.9883	1	2	2	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0.0	276820.34	0.0	281714.47	240979.67	316537.75	0.0	0.0	220835.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53978|EF3B_YEAST	P53978	EF3B_YEAST	HEF3	1044	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Elongation factor 3B	0.9985	0.9916	9	2	2	110	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	6	7	6	8	6	7	8	9	7	7	9	6	8	8	0.0	512332.06	0.0	0.0	0.0	0.0	332071.66	384585.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53981|PYP1_YEAST	P53981	PYP1_YEAST	PYP1	241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Polyol phosphate phosphatase PYP1	1.0	0.999	5	24	24	24	3	3	2	3	3	2	1	2	1	1	1	1	0	0	1	3	3	2	3	3	2	1	2	1	1	1	1	0	0	1	3	3	2	3	3	2	1	2	1	1	1	1	0	0	1	1.056191E7	1.0780987E7	1.0607041E7	1.054016E7	1.0768687E7	1.1099318E7	1.0107749E7	8760728.0	9097700.0	8527886.0	6619363.0	5609583.0	7130130.5	8092693.0	7013750.5	2862333.8	2882458.2	2772703.2	2821509.5	2781421.0	3031395.8	2635353.2	2812387.0	2881768.2	2635571.2	2055983.5	1836561.1	2348615.0	2541560.0	2406341.5	
sp|P54000|SUB1_YEAST	P54000	SUB1_YEAST	SUB1	292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	RNA polymerase II transcriptional coactivator SUB1	1.0	0.9988	3	19	19	19	3	3	2	2	3	1	1	1	2	0	0	1	0	0	0	3	3	2	2	3	1	1	1	2	0	0	1	0	0	0	3	3	2	2	3	1	1	1	2	0	0	1	0	0	0	377821.47	516209.06	566522.25	338237.94	781630.94	563483.1	203009.56	56791.57	109937.25	193865.94	43692.113	136060.47	77955.59	62577.07	0.0	0.0	373783.44	400772.75	270104.38	368070.75	411660.22	160570.83	0.0	0.0	74512.97	0.0	0.0	0.0	0.0	0.0	
sp|P54003|SUR7_YEAST	P54003	SUR7_YEAST	SUR7	302	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein SUR7	1.0	0.999	2	22	22	22	2	2	2	2	2	2	2	2	2	1	1	1	0	1	0	2	2	2	2	2	2	2	2	2	1	1	1	0	1	0	2	2	2	2	2	2	2	2	2	1	1	1	0	1	0	1619800.8	1474496.6	1453661.1	1655916.2	1449344.0	1663928.4	1166925.2	1377517.0	469718.0	1023675.0	811836.6	813043.0	625977.7	878233.75	561880.5	1063216.9	1004063.6	977306.1	1071157.1	998285.94	1060061.8	858437.0	1046542.7	0.0	778400.2	534464.56	523244.6	0.0	637392.5	0.0	
sp|P54113|PUR91_YEAST	P54113	PUR91_YEAST	ADE16	591	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Bifunctional purine biosynthesis protein ADE16	1.0	0.999	15	127	127	168	8	10	9	9	10	9	9	7	8	6	11	11	5	6	9	8	10	9	9	10	9	9	7	8	6	11	11	5	6	9	12	13	13	13	14	14	12	9	11	8	12	12	6	8	11	1.5871402E7	1.54646E7	1.6020104E7	1.5406188E7	1.5565654E7	1.6328415E7	1.3089437E7	1.2295057E7	1.3316566E7	1.2949768E7	1.1707851E7	1.1035866E7	1.0084556E7	1.056219E7	9457182.0	3113776.2	3087185.2	3213255.2	3215799.2	3017730.2	3165967.0	2361389.5	2477618.2	2311909.2	2280719.8	2174814.2	2114671.8	2175490.8	2269692.2	2040924.4	
sp|P54115|ALDH6_YEAST	P54115	ALDH6_YEAST	ALD6	500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Magnesium-activated aldehyde dehydrogenase, cytosolic	1.0	0.999	29	417	417	417	34	27	29	28	34	32	34	28	22	22	26	26	27	22	26	34	27	29	28	34	32	34	28	22	22	26	26	27	22	26	34	27	29	28	34	32	34	28	22	22	26	26	27	22	26	4.06746E8	3.8668637E8	3.9699677E8	3.7380966E8	3.9520515E8	3.8768726E8	4.0608928E8	3.8152336E8	3.1937792E8	3.8002816E8	3.7570883E8	3.5977037E8	3.8084368E8	3.614823E8	3.8810534E8	4.6668104E7	4.6408524E7	4.648148E7	4.683398E7	4.8519108E7	4.761677E7	4.6159796E7	4.8161296E7	3.824023E7	4.971959E7	4.68448E7	4.341047E7	4.822475E7	4.765403E7	4.6231484E7	
sp|P54730|UBX4_YEAST	P54730	UBX4_YEAST	UBX4	416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	UBX domain-containing protein 4	1.0	0.9975	3	8	8	8	2	4	0	0	2	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0	0	0	0	0	0	0	2198899.2	2312857.5	2106027.5	2168434.2	2072054.8	2397364.5	0.0	0.0	2653077.0	0.0	0.0	0.0	0.0	0.0	1479240.2	2266552.8	2921176.5	0.0	0.0	1953315.5	1756943.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P54780|RL15B_YEAST	P54780	RL15B_YEAST	RPL15B	204	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein eL15B	1.0	0.999	8	162	21	162	9	11	10	13	11	12	12	11	10	9	12	13	10	7	12	1	2	2	2	1	2	2	1	2	1	0	1	1	1	2	9	11	10	13	11	12	12	11	10	9	12	13	10	7	12	7.81887E7	6.3063172E7	6.4207788E7	8.52503E7	8.2225736E7	6.756679E7	1.07194856E8	8.859379E7	7.3118536E7	7.299371E7	7.7363064E7	8.285782E7	8.798507E7	8.521123E7	8.411234E7	1.8110056E7	1.5922545E7	1.5541278E7	1.8561962E7	1.8096696E7	1.8602384E7	2.2254116E7	2.0294158E7	1.5329506E7	1.8569504E7	1.778325E7	1.7768868E7	1.94437E7	2.0505124E7	2.067405E7	
sp|P54781|ERG5_YEAST	P54781	ERG5_YEAST	ERG5	538	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	C-22 sterol desaturase ERG5	1.0	0.999	4	14	14	14	2	1	1	3	2	3	0	1	0	0	0	1	0	0	0	2	1	1	3	2	3	0	1	0	0	0	1	0	0	0	2	1	1	3	2	3	0	1	0	0	0	1	0	0	0	1025341.9	1182959.5	969979.9	1098975.0	1109468.6	1192193.0	427646.8	246276.19	488812.66	796495.75	522469.1	536795.4	492299.06	608882.9	597406.56	584937.06	689659.3	565847.2	639063.25	651193.9	686081.94	0.0	0.0	0.0	467064.8	0.0	0.0	0.0	0.0	319739.25	
sp|P54783|ALO_YEAST	P54783	ALO_YEAST	ALO1	526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	D-arabinono-1,4-lactone oxidase	1.0	0.999	12	82	82	82	6	7	5	10	9	6	5	3	4	9	5	4	2	3	4	6	7	5	10	9	6	5	3	4	9	5	4	2	3	4	6	7	5	10	9	6	5	3	4	9	5	4	2	3	4	6500407.0	6701123.0	6413646.0	6715334.5	7825819.0	6002821.0	6710154.5	5843516.0	3040690.2	5811606.5	6174491.5	6129580.5	6839037.5	7624617.0	6026001.5	1697523.6	1738690.4	1736604.4	1708458.6	1898974.5	1549334.4	1763986.6	1659006.9	1506337.2	1638172.5	1990194.0	1729313.2	1717016.5	1655660.6	1710126.0	
sp|P54838|DAK1_YEAST	P54838	DAK1_YEAST	DAK1	584	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Dihydroxyacetone kinase 1	1.0	0.999	11	88	88	88	7	5	6	6	6	6	9	6	3	7	7	6	4	4	6	7	5	6	6	6	6	9	6	3	7	7	6	4	4	6	7	5	6	6	6	6	9	6	3	7	7	6	4	4	6	7704450.0	6535634.0	7282640.5	1.2905691E7	9859265.0	7072104.5	1.2055365E7	7442716.5	4790420.5	1.0724261E7	8283282.0	9457729.0	9259638.0	6678853.0	8837864.0	2075155.5	1772942.2	2096435.4	1925239.8	2147453.0	1934644.9	2379510.0	2114542.0	1536124.6	2091871.6	2576824.0	2510581.0	2514811.5	2504367.5	2745434.8	
sp|P54839|ERG13_YEAST	P54839	ERG13_YEAST	ERG13	491	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Hydroxymethylglutaryl-CoA synthase	1.0	0.999	12	118	118	118	9	7	8	7	6	7	12	8	7	7	6	9	9	7	9	9	7	8	7	6	7	12	8	7	7	6	9	9	7	9	9	7	8	7	6	7	12	8	7	7	6	9	9	7	9	2.6924366E7	2.67122E7	2.9516182E7	2.7774052E7	2.7238252E7	3.8060604E7	4.4721144E7	4.0946548E7	3.1231208E7	4.1085604E7	4.2463732E7	4.536123E7	4.99503E7	3.5740124E7	4.9931824E7	1.064215E7	1.0857122E7	1.0988824E7	1.0955754E7	1.1036903E7	1.1543646E7	1.1256521E7	1.0744348E7	1.0215297E7	1.1934246E7	1.0794243E7	1.0262733E7	1.0074888E7	1.0250316E7	1.1742811E7	
sp|P54861|DNM1_YEAST	P54861	DNM1_YEAST	DNM1	757	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Dynamin-related protein DNM1	1.0	0.999	12	109	109	109	13	9	6	9	11	9	5	6	4	5	7	6	6	7	6	13	9	6	9	11	9	5	6	4	5	7	6	6	7	6	13	9	6	9	11	9	5	6	4	5	7	6	6	7	6	9108957.0	8582595.0	9232894.0	9264221.0	9433189.0	8207391.5	8709779.0	8829033.0	6460546.5	8332036.5	9748307.0	1.0385492E7	9453318.0	9395970.0	9044588.0	1456878.9	1428724.8	1515814.2	1478243.6	1580583.6	1257279.1	1452664.4	1499249.5	1171433.9	1500612.9	1612071.5	1594840.9	1464671.2	1554043.6	1686115.9	
sp|P54885|PROA_YEAST	P54885	PROA_YEAST	PRO2	456	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Gamma-glutamyl phosphate reductase	1.0	0.999	9	46	46	46	6	2	3	2	2	3	6	2	2	3	3	3	3	1	5	6	2	3	2	2	3	6	2	2	3	3	3	3	1	5	6	2	3	2	2	3	6	2	2	3	3	3	3	1	5	5495506.0	5334900.0	5925971.5	4233561.0	5729257.5	6357440.0	6190809.0	6163760.0	5384305.5	6570140.0	6476880.0	2564912.8	2848964.8	3055747.2	3121149.5	2030918.5	2085442.4	2145302.0	2206331.8	2166494.0	1914612.8	1834503.6	1931448.2	1655049.2	2148111.5	2185838.8	1972741.8	1426109.1	1688673.6	2093783.4	
sp|P55957|BID_HUMAN	P55957	BID_HUMAN	BID	195	Homo sapiens	1:Experimental evidence at protein level	BH3-interacting domain death agonist	1.0	0.999	18	262	262	262	7	7	6	8	8	11	22	25	18	28	22	21	26	25	28	7	7	6	8	8	11	22	25	18	28	22	21	26	25	28	7	7	6	8	8	11	22	25	18	28	22	21	26	25	28	1.5743678E7	1.4379067E7	1.344845E7	1.8854832E7	1.3704557E7	3.1997722E7	8.7672264E7	6.611397E7	4.5921588E7	2.4024261E8	2.1742032E8	2.699407E8	5.391263E8	4.0114102E8	4.204052E8	4887666.0	4926940.0	4759233.5	5936792.5	3756570.0	1.2588193E7	2.5057024E7	2.0577012E7	1.747841E7	7.314356E7	5.739182E7	5.7892456E7	1.3989909E8	1.0480441E8	9.1745784E7	
sp|P56508|SNA2_YEAST	P56508	SNA2_YEAST	SNA2	79	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein SNA2	0.9507	0.9986	1	8	8	8	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	384956.88	325824.62	424649.78	395070.94	409106.6	359915.5	234361.53	287351.25	0.0	528216.7	576581.7	550627.44	472245.2	272932.97	207121.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P57744|TIM8_YEAST	P57744	TIM8_YEAST	TIM8	87	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit TIM8	1.0	0.999	3	25	25	25	3	2	2	2	2	3	2	1	1	2	0	2	1	1	1	3	2	2	2	2	3	2	1	1	2	0	2	1	1	1	3	2	2	2	2	3	2	1	1	2	0	2	1	1	1	3993330.0	3800161.0	3684053.2	3850176.0	4069848.5	3704030.8	1235843.0	1300214.5	3000136.5	1146374.2	1091661.6	1131098.5	3501732.5	1159323.6	1038793.6	1716035.6	1432797.2	1543120.5	1535601.1	1646675.1	1491747.6	1549752.9	1374801.0	1438947.4	1280241.5	1397296.2	1558039.9	1542914.9	1458875.8	1289569.9	
sp|P60010|ACT_YEAST	P60010	ACT_YEAST	ACT1	375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Actin	1.0	0.999	19	402	402	402	34	26	28	31	30	28	28	25	21	24	24	28	23	25	27	34	26	28	31	30	28	28	25	21	24	24	28	23	25	27	34	26	28	31	30	28	28	25	21	24	24	28	23	25	27	2.8564653E8	2.8372624E8	2.7211866E8	3.0024394E8	3.0439638E8	2.9064906E8	3.004036E8	2.796767E8	2.344719E8	2.9108042E8	2.8383475E8	3.049792E8	3.23747E8	3.16327E8	3.1844598E8	4.418026E7	4.4133636E7	4.294106E7	4.5555652E7	4.4070104E7	4.7114868E7	4.296397E7	4.4374544E7	3.858111E7	4.4855704E7	3.979799E7	3.9599572E7	4.5131804E7	4.5724476E7	4.589437E7	
sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	Homo sapiens	1:Experimental evidence at protein level	Lysozyme C	1.0	0.999	15	178	178	178	5	5	5	7	5	9	14	11	11	18	16	18	18	17	19	5	5	5	7	5	9	14	11	11	18	16	18	18	17	19	5	5	5	7	5	9	14	11	11	18	16	18	18	17	19	1.580912E7	1.4952198E7	1.4515227E7	2.0372916E7	1.3092114E7	3.992557E7	8.85729E7	9.3337576E7	7.889973E7	2.6677171E8	2.5981395E8	2.806355E8	5.922082E8	4.1834877E8	3.8562726E8	4255932.0	5182469.5	5023048.5	5506783.0	3580886.8	9449571.0	2.385653E7	2.5192342E7	2.3462578E7	7.1869576E7	7.022119E7	7.198865E7	1.531902E8	1.1530106E8	1.00571416E8	
sp|P61769|B2MG_HUMAN	P61769	B2MG_HUMAN	B2M	119	Homo sapiens	1:Experimental evidence at protein level	Beta-2-microglobulin	1.0	0.999	8	114	114	114	5	4	4	5	4	5	9	7	7	11	11	8	11	10	13	5	4	4	5	4	5	9	7	7	11	11	8	11	10	13	5	4	4	5	4	5	9	7	7	11	11	8	11	10	13	1.2606669E7	1.1210611E7	1.2086571E7	1.6684758E7	9775202.0	2.9608904E7	5.9088156E7	7.265366E7	7.1502824E7	1.9255827E8	1.589671E8	1.573764E8	3.7113418E8	2.967551E8	2.5881024E8	7242065.5	6924407.5	6904480.0	9476416.0	5942717.5	1.7971108E7	2.6173944E7	3.2965562E7	3.4525564E7	9.348075E7	7.361871E7	7.3907416E7	1.7150645E8	1.3414472E8	1.1565841E8	
sp|P61830|H3_YEAST	P61830	H3_YEAST	HHT1	136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Histone H3	1.0	0.9984	2	29	29	29	1	1	1	1	1	2	3	2	2	3	3	3	2	2	2	1	1	1	1	1	2	3	2	2	3	3	3	2	2	2	1	1	1	1	1	2	3	2	2	3	3	3	2	2	2	2.814779E7	2.6233148E7	2.6082508E7	2.6973036E7	2.569852E7	2.9767072E7	2.9423802E7	2.62759E7	2.5344692E7	2.4011264E7	2.1383552E7	1.932477E7	2.8354554E7	2.6990928E7	1.9667432E7	1.2638577E7	1.1738725E7	1.1441361E7	1.2553666E7	1.169076E7	1.3277752E7	1.3489427E7	1.3722935E7	1.260805E7	1.3262751E7	1.2182177E7	1.1211632E7	1.599137E7	1.5587981E7	1.1606851E7	
